President       Date Approve Disapprove    Inaug Days
3260    Clinton   2/2/1997      59         30  1/20/93 1474
3261    Clinton  1/13/1997      61         30  1/20/93 1454
3262    Clinton   1/5/1997      57         34  1/20/93 1446
3263    Clinton 12/11/1996      57         34  1/20/93 1421
3264    Clinton 11/24/1996      57         34  1/20/93 1404
3265    Clinton 10/27/1996      54         36  1/20/93 1376
3266    Clinton  10/2/1996      58         34  1/20/93 1351
3267    Clinton   9/1/1996      60         33  1/20/93 1320
3268    Clinton  8/25/1996      52         39  1/20/93 1313
3269    Clinton  8/18/1996      52         39  1/20/93 1306
3270    Clinton   8/7/1996      57         36  1/20/93 1295
3271    Clinton  7/28/1996      57         35  1/20/93 1285
3272    Clinton  7/21/1996      56         35  1/20/93 1278
3273    Clinton  6/30/1996      51         41  1/20/93 1257
3274    Clinton  6/19/1996      57         36  1/20/93 1246
3275    Clinton  5/29/1996      53         38  1/20/93 1225
3276    Clinton  5/12/1996      54         38  1/20/93 1208
3277    Clinton  4/28/1996      56         36  1/20/93 1194
3278    Clinton  4/10/1996      53         40  1/20/93 1176
3279    Clinton  3/17/1996      52         38  1/20/93 1152
3280    Clinton  3/10/1996      54         37  1/20/93 1145
3281    Clinton  2/25/1996      53         40  1/20/93 1131
3282    Clinton  1/29/1996      52         42  1/20/93 1104
3283    Clinton  1/15/1996      46         46  1/20/93 1090
3284    Clinton   1/7/1996      42         49  1/20/93 1082
3285    Clinton 12/18/1995      50         43  1/20/93 1062
3286    Clinton 11/18/1995      53         37  1/20/93 1032
3287    Clinton  11/8/1995      52         40  1/20/93 1022
3288    Clinton 10/22/1995      49         39  1/20/93 1005
3289    Clinton  10/7/1995      46         42  1/20/93  990
3290    Clinton  9/24/1995      47         43  1/20/93  977
3291    Clinton  9/17/1995      43         43  1/20/93  970
3292    Clinton  8/30/1995      45         43  1/20/93  952
3293    Clinton   8/7/1995      45         42  1/20/93  929
3294    Clinton  7/23/1995      46         43  1/20/93  914
3295    Clinton   7/9/1995      47         43  1/20/93  900
3296    Clinton   6/6/1995      46         42  1/20/93  867
3297    Clinton  5/14/1995      50         42  1/20/93  844
3298    Clinton  4/24/1995      50         39  1/20/93  824
3299    Clinton  4/19/1995      46         45  1/20/93  819
3300    Clinton   4/6/1995      46         44  1/20/93  806
3301    Clinton  3/29/1995      43         47  1/20/93  798
3302    Clinton  3/19/1995      44         45  1/20/93  788
3303    Clinton  2/26/1995      42         47  1/20/93  767
3304    Clinton   2/5/1995      48         44  1/20/93  746
3305    Clinton  1/18/1995      46         45  1/20/93  728
3306    Clinton 12/30/1994      40         51  1/20/93  709
3307    Clinton 12/18/1994      42         52  1/20/93  697
3308    Clinton  12/5/1994      42         50  1/20/93  684
3309    Clinton 11/29/1994      43         48  1/20/93  678
3310    Clinton  11/6/1994      45         46  1/20/93  655
3311    Clinton 10/25/1994      47         46  1/20/93  643
3312    Clinton 10/19/1994      41         52  1/20/93  637
3313    Clinton  10/9/1994      42         51  1/20/93  627
3314    Clinton  9/25/1994      43         51  1/20/93  613
3315    Clinton  9/18/1994      42         50  1/20/93  606
3316    Clinton   9/7/1994      39         53  1/20/93  595
3317    Clinton  8/16/1994      39         51  1/20/93  573
3318    Clinton   8/9/1994      43         48  1/20/93  566
3319    Clinton  7/17/1994      42         48  1/20/93  543
3320    Clinton   7/3/1994      43         48  1/20/93  529
3321    Clinton  6/28/1994      44         47  1/20/93  524
3322    Clinton  6/12/1994      49         43  1/20/93  508
3323    Clinton   6/6/1994      45         47  1/20/93  502
3324    Clinton  5/22/1994      50         42  1/20/93  487
3325    Clinton  4/24/1994      48         44  1/20/93  459
3326    Clinton  4/18/1994      50         40  1/20/93  453
3327    Clinton  3/30/1994      50         42  1/20/93  434
3328    Clinton  3/27/1994      52         40  1/20/93  431
3329    Clinton  3/13/1994      50         41  1/20/93  417
3330    Clinton   3/8/1994      50         41  1/20/93  412
3331    Clinton  2/28/1994      53         40  1/20/93  404
3332    Clinton  1/30/1994      57         34  1/20/93  375
3333    Clinton  1/17/1994      53         38  1/20/93  362
3334    Clinton   1/8/1994      54         38  1/20/93  353
3335    Clinton 12/19/1993      47         42  1/20/93  333
3336    Clinton  12/6/1993      52         38  1/20/93  320
3337    Clinton 11/21/1993      47         43  1/20/93  305
3338    Clinton 11/16/1993      49         42  1/20/93  300
3339    Clinton  11/4/1993      47         44  1/20/93  288
3340    Clinton 10/30/1993      47         44  1/20/93  283
3341    Clinton 10/18/1993      47         44  1/20/93  271
3342    Clinton 10/10/1993      50         41  1/20/93  263
3343    Clinton  9/26/1993      56         34  1/20/93  249
3344    Clinton  9/15/1993      46         42  1/20/93  238
3345    Clinton  9/12/1993      46         41  1/20/93  235
3346    Clinton  8/25/1993      44         46  1/20/93  217
3347    Clinton  8/10/1993      43         47  1/20/93  202
3348    Clinton  7/21/1993      41         48  1/20/93  182
3349    Clinton  7/11/1993      49         43  1/20/93  172
3350    Clinton  6/30/1993      45         47  1/20/93  161
3351    Clinton  6/21/1993      38         50  1/20/93  152
3352    Clinton   6/6/1993      36         49  1/20/93  137
3353    Clinton  5/23/1993      43         45  1/20/93  123
3354    Clinton  5/12/1993      45         44  1/20/93  112
3355    Clinton  4/24/1993      55         37  1/20/93   94
3356    Clinton  3/31/1993      51         36  1/20/93   70
3357    Clinton  3/14/1993      53         34  1/20/93   53
3358    Clinton  2/28/1993      58         28  1/20/93   39
3359    Clinton  2/14/1993      51         33  1/20/93   25
3360    Clinton  1/31/1993      53         30  1/20/93   11
3361    Clinton  1/26/1993      58         20  1/20/93    6
3362     Bush 1  1/11/1993      56         37  1/20/89 1452
3363     Bush 1 12/20/1992      49         40  1/20/89 1430
3364     Bush 1  12/6/1992      48         47  1/20/89 1416
3365     Bush 1 11/22/1992      42         46  1/20/89 1402
3366     Bush 1 11/22/1992      42         46  1/20/89 1402
3367     Bush 1 10/23/1992      37         58  1/20/89 1372
3368     Bush 1 10/14/1992      34         56  1/20/89 1363
3369     Bush 1 10/13/1992      29         59  1/20/89 1362
3370     Bush 1  10/3/1992      33         57  1/20/89 1352
3371     Bush 1  9/20/1992      36         53  1/20/89 1339
3372     Bush 1  9/15/1992      39         54  1/20/89 1334
3373     Bush 1  9/11/1992      35         58  1/20/89 1330
3374     Bush 1   9/2/1992      39         53  1/20/89 1321
3375     Bush 1  8/23/1992      39         54  1/20/89 1311
3376     Bush 1  8/21/1992      37         55  1/20/89 1309
3377     Bush 1  8/14/1992      36         57  1/20/89 1302
3378     Bush 1  8/12/1992      35         58  1/20/89 1300
3379     Bush 1   8/7/1992      34         59  1/20/89 1295
3380     Bush 1   8/2/1992      29         59  1/20/89 1290
3381     Bush 1  7/26/1992      31         59  1/20/89 1283
3382     Bush 1  7/24/1992      31         59  1/20/89 1281
3383     Bush 1   7/1/1992      38         54  1/20/89 1258
3384     Bush 1  6/14/1992      36         54  1/20/89 1241
3385     Bush 1   6/8/1992      36         56  1/20/89 1235
3386     Bush 1  5/20/1992      41         51  1/20/89 1216
3387     Bush 1  5/14/1992      40         48  1/20/89 1210
3388     Bush 1  5/10/1992      40         52  1/20/89 1206
3389     Bush 1  4/22/1992      42         47  1/20/89 1188
3390     Bush 1  4/12/1992      39         53  1/20/89 1178
3391     Bush 1  3/29/1992      41         51  1/20/89 1164
3392     Bush 1  3/28/1992      40         48  1/20/89 1163
3393     Bush 1  3/22/1992      40         49  1/20/89 1157
3394     Bush 1  3/12/1992      41         46  1/20/89 1147
3395     Bush 1   3/1/1992      41         52  1/20/89 1136
3396     Bush 1  2/27/1992      38         50  1/20/89 1133
3397     Bush 1  2/21/1992      41         51  1/20/89 1127
3398     Bush 1  2/20/1992      38         47  1/20/89 1126
3399     Bush 1   2/9/1992      43         47  1/20/89 1115
3400     Bush 1   2/2/1992      46         48  1/20/89 1108
3401     Bush 1  1/28/1992      43         51  1/20/89 1103
3402     Bush 1  1/19/1992      45         47  1/20/89 1094
3403     Bush 1   1/6/1992      46         46  1/20/89 1081
3404     Bush 1 11/24/1991      51         39  1/20/89 1038
3405     Bush 1 10/27/1991      62         29  1/20/89 1010
3406     Bush 1 10/20/1991      65         26  1/20/89 1003
3407     Bush 1 10/13/1991      65         27  1/20/89  996
3408     Bush 1  9/30/1991      62         27  1/20/89  983
3409     Bush 1  9/29/1991      66         24  1/20/89  982
3410     Bush 1  9/10/1991      65         25  1/20/89  963
3411     Bush 1   9/3/1991      68         22  1/20/89  956
3412     Bush 1  8/30/1991      69         21  1/20/89  952
3413     Bush 1  8/25/1991      73         18  1/20/89  947
3414     Bush 1  8/23/1991      67         22  1/20/89  945
3415     Bush 1  8/11/1991      70         21  1/20/89  933
3416     Bush 1  7/28/1991      70         20  1/20/89  919
3417     Bush 1  7/25/1991      67         23  1/20/89  916
3418     Bush 1  7/21/1991      69         21  1/20/89  912
3419     Bush 1  7/14/1991      71         20  1/20/89  905
3420     Bush 1  6/29/1991      71         21  1/20/89  890
3421     Bush 1  6/20/1991      69         19  1/20/89  881
3422     Bush 1  6/16/1991      72         19  1/20/89  877
3423     Bush 1   6/2/1991      73         17  1/20/89  863
3424     Bush 1  5/26/1991      76         15  1/20/89  856
3425     Bush 1  5/19/1991      76         15  1/20/89  849
3426     Bush 1   5/5/1991      74         19  1/20/89  835
3427     Bush 1  4/28/1991      76         15  1/20/89  828
3428     Bush 1  4/25/1991      73         13  1/20/89  825
3429     Bush 1  4/14/1991      77         12  1/20/89  814
3430     Bush 1   4/6/1991      82         12  1/20/89  806
3431     Bush 1  3/30/1991      81         11  1/20/89  799
3432     Bush 1  3/24/1991      83         10  1/20/89  793
3433     Bush 1  3/17/1991      86          9  1/20/89  786
3434     Bush 1  3/10/1991      87          8  1/20/89  779
3435     Bush 1   3/7/1991      79         14  1/20/89  776
3436     Bush 1   3/3/1991      89          7  1/20/89  772
3437     Bush 1  2/24/1991      80         13  1/20/89  765
3438     Bush 1  2/17/1991      80         13  1/20/89  758
3439     Bush 1  2/15/1991      79         15  1/20/89  756
3440     Bush 1  2/10/1991      78         17  1/20/89  751
3441     Bush 1   2/7/1991      74         18  1/20/89  748
3442     Bush 1  1/26/1991      82         12  1/20/89  736
3443     Bush 1  1/25/1991      86          9  1/20/89  735
3444     Bush 1  1/22/1991      79         14  1/20/89  732
3445     Bush 1  1/20/1991      82         11  1/20/89  730
3446     Bush 1  1/18/1991      82         12  1/20/89  728
3447     Bush 1  1/13/1991      64         24  1/20/89  723
3448     Bush 1  1/11/1991      64         26  1/20/89  721
3449     Bush 1   1/6/1991      58         30  1/20/89  716
3450     Bush 1 12/23/1990      62         27  1/20/89  702
3451     Bush 1 12/16/1990      62         30  1/20/89  695
3452     Bush 1  12/9/1990      57         33  1/20/89  688
3453     Bush 1  12/7/1990      62         27  1/20/89  686
3454     Bush 1  12/2/1990      60         29  1/20/89  681
3455     Bush 1 11/25/1990      51         36  1/20/89  674
3456     Bush 1 11/18/1990      54         32  1/20/89  667
3457     Bush 1 11/16/1990      58         32  1/20/89  665
3458     Bush 1 11/11/1990      57         33  1/20/89  660
3459     Bush 1 10/28/1990      54         35  1/20/89  646
3460     Bush 1 10/21/1990      52         36  1/20/89  639
3461     Bush 1 10/19/1990      56         32  1/20/89  637
3462     Bush 1 10/14/1990      56         33  1/20/89  632
3463     Bush 1  10/9/1990      66         22  1/20/89  627
3464     Bush 1  10/4/1990      65         25  1/20/89  622
3465     Bush 1  9/30/1990      67         19  1/20/89  618
3466     Bush 1  9/16/1990      73         16  1/20/89  604
3467     Bush 1  9/12/1990      54         34  1/20/89  600
3468     Bush 1  9/11/1990      76         15  1/20/89  599
3469     Bush 1   9/2/1990      74         17  1/20/89  590
3470     Bush 1  8/26/1990      68         20  1/20/89  583
3471     Bush 1  8/26/1990      75         16  1/20/89  583
3472     Bush 1  8/24/1990      73         16  1/20/89  581
3473     Bush 1  8/19/1990      74         16  1/20/89  576
3474     Bush 1  8/12/1990      74         15  1/20/89  569
3475     Bush 1  8/12/1990      61         26  1/20/89  569
3476     Bush 1  8/10/1990      75         15  1/20/89  567
3477     Bush 1  7/22/1990      60         25  1/20/89  548
3478     Bush 1  7/15/1990      59         24  1/20/89  541
3479     Bush 1  7/13/1990      64         26  1/20/89  539
3480     Bush 1   7/8/1990      63         24  1/20/89  534
3481     Bush 1  6/17/1990      69         16  1/20/89  513
3482     Bush 1  5/22/1990      65         20  1/20/89  487
3483     Bush 1  5/22/1990      67         19  1/20/89  487
3484     Bush 1  4/18/1990      71         15  1/20/89  453
3485     Bush 1   4/8/1990      67         16  1/20/89  443
3486     Bush 1  3/29/1990      73         18  1/20/89  433
3487     Bush 1  3/11/1990      68         18  1/20/89  415
3488     Bush 1  3/11/1990      72         15  1/20/89  415
3489     Bush 1  2/18/1990      73         15  1/20/89  394
3490     Bush 1  2/11/1990      73         16  1/20/89  387
3491     Bush 1   1/8/1990      66         15  1/20/89  353
3492     Bush 1   1/7/1990      79         10  1/20/89  352
3493     Bush 1 12/10/1989      71         20  1/20/89  324
3494     Bush 1 11/25/1989      63         22  1/20/89  309
3495     Bush 1 11/12/1989      69         17  1/20/89  296
3496     Bush 1 10/23/1989      59         22  1/20/89  276
3497     Bush 1  10/8/1989      67         20  1/20/89  261
3498     Bush 1  10/6/1989      66         17  1/20/89  259
3499     Bush 1  10/1/1989      66         18  1/20/89  254
3500     Bush 1  9/10/1989      69         16  1/20/89  233
3501     Bush 1  8/27/1989      64         18  1/20/89  219
3502     Bush 1  8/20/1989      60         20  1/20/89  212
3503     Bush 1  8/13/1989      69         18  1/20/89  205
3504     Bush 1   7/9/1989      66         18  1/20/89  170
3505     Bush 1  6/22/1989      63         16  1/20/89  153
3506     Bush 1  6/11/1989      69         14  1/20/89  142
3507     Bush 1   6/2/1989      62         18  1/20/89  133
3508     Bush 1  5/18/1989      62         17  1/20/89  118
3509     Bush 1  5/12/1989      61         22  1/20/89  112
3510     Bush 1   5/8/1989      58         18  1/20/89  108
3511     Bush 1   5/7/1989      56         22  1/20/89  107
3512     Bush 1   5/5/1989      55         23  1/20/89  105
3513     Bush 1  4/16/1989      57         15  1/20/89   86
3514     Bush 1  4/10/1989      54         18  1/20/89   80
3515     Bush 1  3/13/1989      56         16  1/20/89   52
3516     Bush 1  3/10/1989      62         15  1/20/89   49
3517     Bush 1   3/2/1989      62         13  1/20/89   41
3518     Bush 1  2/27/1989      60         11  1/20/89   38
3519     Bush 1  1/26/1989      51          6  1/20/89    6
3520     Reagan 12/29/1988      63         29  1/20/81 2900
3521     Reagan 11/14/1988      56         35  1/20/81 2855
3522     Reagan  9/11/1988      53         37  1/20/81 2791
3523     Reagan   7/7/1988      50         35  1/20/81 2725
3524     Reagan  5/15/1988      49         37  1/20/81 2672
3525     Reagan  3/12/1988      51         36  1/20/81 2608
3526     Reagan  3/10/1988      51         41  1/20/81 2606
3527     Reagan   2/4/1988      52         36  1/20/81 2571
3528     Reagan 12/15/1987      51         35  1/20/81 2520
3529     Reagan 12/11/1987      61         32  1/20/81 2516
3530     Reagan  11/6/1987      52         38  1/20/81 2481
3531     Reagan 10/26/1987      50         40  1/20/81 2470
3532     Reagan 10/26/1987      50         40  1/20/81 2470
3533     Reagan 10/23/1987      48         38  1/20/81 2467
3534     Reagan  10/9/1987      47         41  1/20/81 2453
3535     Reagan  10/4/1987      51         38  1/20/81 2448
3536     Reagan   9/3/1987      51         36  1/20/81 2417
3537     Reagan   9/2/1987      48         42  1/20/81 2416
3538     Reagan  7/13/1987      48         43  1/20/81 2365
3539     Reagan  7/10/1987      50         39  1/20/81 2362
3540     Reagan   6/1/1987      45         40  1/20/81 2323
3541     Reagan  5/18/1987      49         42  1/20/81 2309
3542     Reagan  4/30/1987      47         44  1/20/81 2291
3543     Reagan  4/13/1987      48         43  1/20/81 2274
3544     Reagan  3/18/1987      46         43  1/20/81 2248
3545     Reagan   3/6/1987      46         45  1/20/81 2236
3546     Reagan  2/27/1987      40         52  1/20/81 2229
3547     Reagan  1/29/1987      49         40  1/20/81 2200
3548     Reagan  1/19/1987      48         42  1/20/81 2190
3549     Reagan   1/8/1987      52         36  1/20/81 2179
3550     Reagan  12/5/1986      47         43  1/20/81 2145
3551     Reagan  12/5/1986      47         43  1/20/81 2145
3552     Reagan  10/2/1986      64         28  1/20/81 2081
3553     Reagan  9/17/1986      62         26  1/20/81 2066
3554     Reagan  8/21/1986      63         28  1/20/81 2039
3555     Reagan  7/31/1986      59         28  1/20/81 2018
3556     Reagan  7/14/1986      63         27  1/20/81 2001
3557     Reagan   7/2/1986      67         22  1/20/81 1989
3558     Reagan  6/16/1986      67         23  1/20/81 1973
3559     Reagan   5/1/1986      67         21  1/20/81 1927
3560     Reagan  4/20/1986      61         28  1/20/81 1916
3561     Reagan  4/18/1986      67         20  1/20/81 1914
3562     Reagan  4/14/1986      61         28  1/20/81 1910
3563     Reagan  3/27/1986      63         24  1/20/81 1892
3564     Reagan  3/10/1986      63         25  1/20/81 1875
3565     Reagan  1/30/1986      71         19  1/20/81 1836
3566     Reagan  1/13/1986      63         27  1/20/81 1819
3567     Reagan 11/19/1985      66         26  1/20/81 1764
3568     Reagan 11/18/1985      65         23  1/20/81 1763
3569     Reagan 11/14/1985      69         23  1/20/81 1759
3570     Reagan 10/14/1985      62         29  1/20/81 1728
3571     Reagan  8/28/1985      61         29  1/20/81 1681
3572     Reagan  8/14/1985      65         25  1/20/81 1667
3573     Reagan   8/2/1985      62         24  1/20/81 1655
3574     Reagan  7/18/1985      67         20  1/20/81 1640
3575     Reagan  7/15/1985      62         28  1/20/81 1637
3576     Reagan  6/21/1985      65         25  1/20/81 1613
3577     Reagan  6/10/1985      57         32  1/20/81 1602
3578     Reagan  5/20/1985      55         36  1/20/81 1581
3579     Reagan  4/26/1985      54         32  1/20/81 1557
3580     Reagan  4/15/1985      52         37  1/20/81 1546
3581     Reagan  3/11/1985      55         37  1/20/81 1511
3582     Reagan   3/1/1985      57         30  1/20/81 1501
3583     Reagan  2/18/1985      59         31  1/20/81 1490
3584     Reagan  1/28/1985      63         28  1/20/81 1469
3585     Reagan  1/14/1985      61         29  1/20/81 1455
3586     Reagan   1/4/1985      59         29  1/20/81 1445
3587     Reagan 12/10/1984      59         31  1/20/81 1420
3588     Reagan  12/3/1984      61         30  1/20/81 1413
3589     Reagan 11/12/1984      61         30  1/20/81 1392
3590     Reagan 10/29/1984      58         32  1/20/81 1378
3591     Reagan  10/1/1984      53         35  1/20/81 1350
3592     Reagan  9/24/1984      56         36  1/20/81 1343
3593     Reagan   9/9/1984      56         35  1/20/81 1328
3594     Reagan  8/12/1984      53         38  1/20/81 1300
3595     Reagan  7/30/1984      51         36  1/20/81 1287
3596     Reagan  7/16/1984      55         34  1/20/81 1273
3597     Reagan  7/13/1984      51         38  1/20/81 1270
3598     Reagan   7/9/1984      53         35  1/20/81 1266
3599     Reagan   7/2/1984      53         36  1/20/81 1259
3600     Reagan  6/22/1984      54         36  1/20/81 1249
3601     Reagan   6/3/1984      52         36  1/20/81 1230
3602     Reagan  5/21/1984      53         38  1/20/81 1217
3603     Reagan  5/10/1984      49         38  1/20/81 1206
3604     Reagan  4/26/1984      48         38  1/20/81 1192
3605     Reagan   4/9/1984      54         36  1/20/81 1175
3606     Reagan  3/19/1984      53         38  1/20/81 1154
3607     Reagan   3/2/1984      52         35  1/20/81 1137
3608     Reagan  2/13/1984      55         35  1/20/81 1119
3609     Reagan   2/6/1984      52         37  1/20/81 1112
3610     Reagan  1/30/1984      55         36  1/20/81 1105
3611     Reagan  1/16/1984      52         37  1/20/81 1091
3612     Reagan 12/12/1983      53         37  1/20/81 1056
3613     Reagan 11/21/1983      52         37  1/20/81 1035
3614     Reagan 10/14/1983      45         43  1/20/81  997
3615     Reagan  9/13/1983      47         42  1/20/81  966
3616     Reagan  9/12/1983      47         41  1/20/81  965
3617     Reagan  8/22/1983      42         46  1/20/81  944
3618     Reagan  8/15/1983      43         44  1/20/81  937
3619     Reagan   8/8/1983      43         46  1/20/81  930
3620     Reagan   8/2/1983      44         42  1/20/81  924
3621     Reagan  7/25/1983      42         46  1/20/81  916
3622     Reagan  6/27/1983      46         43  1/20/81  888
3623     Reagan  6/13/1983      43         45  1/20/81  874
3624     Reagan  5/23/1983      45         42  1/20/81  853
3625     Reagan  5/16/1983      43         45  1/20/81  846
3626     Reagan   5/2/1983      42         46  1/20/81  832
3627     Reagan  4/18/1983      40         49  1/20/81  818
3628     Reagan  3/14/1983      40         49  1/20/81  783
3629     Reagan  1/31/1983      35         56  1/20/81  741
3630     Reagan  1/24/1983      37         52  1/20/81  734
3631     Reagan  1/11/1983      36         54  1/20/81  721
3632     Reagan 12/13/1982      41         50  1/20/81  692
3633     Reagan 11/22/1982      43         46  1/20/81  671
3634     Reagan  11/8/1982      42         47  1/20/81  657
3635     Reagan 10/18/1982      41         47  1/20/81  636
3636     Reagan  9/20/1982      42         47  1/20/81  608
3637     Reagan  8/24/1982      41         45  1/20/81  581
3638     Reagan  8/16/1982      40         48  1/20/81  573
3639     Reagan   8/2/1982      40         46  1/20/81  559
3640     Reagan  7/26/1982      42         46  1/20/81  552
3641     Reagan  6/28/1982      44         45  1/20/81  524
3642     Reagan  6/14/1982      44         45  1/20/81  510
3643     Reagan  5/17/1982      44         44  1/20/81  482
3644     Reagan   5/3/1982      44         45  1/20/81  468
3645     Reagan  4/26/1982      43         47  1/20/81  461
3646     Reagan   4/5/1982      45         46  1/20/81  440
3647     Reagan  3/15/1982      46         44  1/20/81  419
3648     Reagan   2/8/1982      46         43  1/20/81  384
3649     Reagan  1/25/1982      47         41  1/20/81  370
3650     Reagan   1/5/1982      49         39  1/20/81  350
3651     Reagan 12/14/1981      48         41  1/20/81  328
3652     Reagan 11/23/1981      54         36  1/20/81  307
3653     Reagan 11/16/1981      48         40  1/20/81  300
3654     Reagan  11/3/1981      54         34  1/20/81  287
3655     Reagan  9/21/1981      51         37  1/20/81  244
3656     Reagan  8/17/1981      59         29  1/20/81  209
3657     Reagan   8/3/1981      59         28  1/20/81  195
3658     Reagan  7/27/1981      55         30  1/20/81  188
3659     Reagan  7/20/1981      59         29  1/20/81  181
3660     Reagan  6/29/1981      57         30  1/20/81  160
3661     Reagan  6/16/1981      58         28  1/20/81  147
3662     Reagan   6/8/1981      58         28  1/20/81  139
3663     Reagan  5/11/1981      68         21  1/20/81  111
3664     Reagan  4/13/1981      66         19  1/20/81   83
3665     Reagan  3/31/1981      66         18  1/20/81   70
3666     Reagan  2/16/1981      55         17  1/20/81   27
3667     Reagan   2/2/1981      51         13  1/20/81   13
3668     Carter  12/8/1980      34         55  1/20/77 1418
3669     Carter 11/18/1980      31         56  1/20/77 1398
3670     Carter   9/9/1980      37         54  1/20/77 1328
3671     Carter  8/12/1980      32         54  1/20/77 1300
3672     Carter   7/8/1980      32         54  1/20/77 1265
3673     Carter  6/24/1980      30         58  1/20/77 1251
3674     Carter  6/10/1980      32         55  1/20/77 1237
3675     Carter  5/27/1980      38         51  1/20/77 1223
3676     Carter  5/13/1980      38         50  1/20/77 1209
3677     Carter  4/29/1980      42         47  1/20/77 1195
3678     Carter   4/8/1980      38         50  1/20/77 1174
3679     Carter  3/24/1980      39         50  1/20/77 1159
3680     Carter   3/4/1980      42         44  1/20/77 1139
3681     Carter  2/26/1980      51         38  1/20/77 1132
3682     Carter  1/29/1980      55         35  1/20/77 1104
3683     Carter  1/22/1980      57         32  1/20/77 1097
3684     Carter   1/2/1980      56         33  1/20/77 1077
3685     Carter  12/4/1979      54         35  1/20/77 1048
3686     Carter 11/27/1979      51         36  1/20/77 1041
3687     Carter 11/13/1979      37         49  1/20/77 1027
3688     Carter 10/30/1979      31         55  1/20/77 1013
3689     Carter 10/15/1979      31         54  1/20/77  998
3690     Carter  10/2/1979      28         58  1/20/77  985
3691     Carter  9/25/1979      32         53  1/20/77  978
3692     Carter   9/4/1979      29         55  1/20/77  957
3693     Carter  8/14/1979      32         53  1/20/77  936
3694     Carter   8/7/1979      33         54  1/20/77  929
3695     Carter  7/31/1979      32         53  1/20/77  922
3696     Carter  7/30/1979      32         53  1/20/77  921
3697     Carter  7/10/1979      29         57  1/20/77  901
3698     Carter  6/26/1979      28         59  1/20/77  887
3699     Carter  6/19/1979      29         56  1/20/77  880
3700     Carter  5/29/1979      29         55  1/20/77  859
3701     Carter  5/15/1979      32         52  1/20/77  845
3702     Carter   5/1/1979      37         48  1/20/77  831
3703     Carter   4/3/1979      40         45  1/20/77  803
3704     Carter  3/20/1979      42         43  1/20/77  789
3705     Carter  3/13/1979      46         39  1/20/77  782
3706     Carter  2/27/1979      39         47  1/20/77  768
3707     Carter  2/20/1979      37         46  1/20/77  761
3708     Carter  1/30/1979      42         42  1/20/77  740
3709     Carter  1/16/1979      43         41  1/20/77  726
3710     Carter   1/2/1979      50         35  1/20/77  712
3711     Carter  12/5/1978      51         33  1/20/77  684
3712     Carter 11/28/1978      50         33  1/20/77  677
3713     Carter 10/24/1978      49         36  1/20/77  642
3714     Carter  9/19/1978      47         34  1/20/77  607
3715     Carter  9/11/1978      44         40  1/20/77  599
3716     Carter   9/5/1978      42         41  1/20/77  593
3717     Carter  8/15/1978      42         40  1/20/77  572
3718     Carter   8/8/1978      40         43  1/20/77  565
3719     Carter   8/1/1978      39         43  1/20/77  558
3720     Carter  7/18/1978      38         44  1/20/77  544
3721     Carter   7/5/1978      40         41  1/20/77  531
3722     Carter  6/13/1978      42         42  1/20/77  509
3723     Carter  5/30/1978      43         40  1/20/77  495
3724     Carter  5/16/1978      42         43  1/20/77  481
3725     Carter   5/3/1978      41         42  1/20/77  468
3726     Carter  4/25/1978      41         41  1/20/77  460
3727     Carter  4/11/1978      40         43  1/20/77  446
3728     Carter  3/28/1978      47         38  1/20/77  432
3729     Carter   3/7/1978      49         34  1/20/77  411
3730     Carter   3/1/1978      48         33  1/20/77  405
3731     Carter  2/21/1978      50         33  1/20/77  397
3732     Carter  2/11/1978      46         34  1/20/77  387
3733     Carter  1/17/1978      51         28  1/20/77  362
3734     Carter   1/3/1978      54         26  1/20/77  348
3735     Carter  12/6/1977      56         27  1/20/77  320
3736     Carter 11/15/1977      55         29  1/20/77  299
3737     Carter  11/1/1977      54         30  1/20/77  285
3738     Carter 10/25/1977      51         30  1/20/77  278
3739     Carter 10/18/1977      54         29  1/20/77  271
3740     Carter 10/11/1977      54         29  1/20/77  264
3741     Carter  9/27/1977      59         23  1/20/77  250
3742     Carter   9/6/1977      53         29  1/20/77  229
3743     Carter  8/16/1977      66         15  1/20/77  208
3744     Carter   8/2/1977      59         22  1/20/77  194
3745     Carter  7/19/1977      66         17  1/20/77  180
3746     Carter   7/5/1977      62         22  1/20/77  166
3747     Carter  6/14/1977      63         17  1/20/77  145
3748     Carter  5/31/1977      62         19  1/20/77  131
3749     Carter  5/17/1977      63         18  1/20/77  117
3750     Carter   5/9/1977      65         18  1/20/77  109
3751     Carter   5/2/1977      63         18  1/20/77  102
3752     Carter  4/12/1977      63         17  1/20/77   82
3753     Carter  3/29/1977      67         14  1/20/77   68
3754     Carter  3/22/1977      71         10  1/20/77   61
3755     Carter  3/15/1977      74          8  1/20/77   54
3756     Carter   3/1/1977      70          9  1/20/77   40
3757     Carter  2/15/1977      71          8  1/20/77   26
3758     Carter   2/7/1977      66          8  1/20/77   18
3759       Ford  1/20/1977      44         44   8/9/74  895
3760       Ford   6/8/1976      45         39   8/9/74  669
3761       Ford  5/17/1976      47         37   8/9/74  647
3762       Ford  4/12/1976      48         41   8/9/74  612
3763       Ford  3/16/1976      50         35   8/9/74  585
3764       Ford   3/1/1976      50         39   8/9/74  570
3765       Ford  1/27/1976      46         39   8/9/74  536
3766       Ford 12/30/1975      45         41   8/9/74  508
3767       Ford 12/15/1975      39         45   8/9/74  493
